,city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
47,1,1991,13,47,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097,0.7507048655100097
48,1,1991,14,48,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585,0.6290679352915585
49,1,1991,15,49,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071,0.6371588412117071
50,1,1991,16,50,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082,0.5288063038216082
52,1,1991,18,52,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044,0.6728754893768044
53,1,1991,19,53,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231,0.5709555502029231
55,1,1991,21,55,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161,0.5173259643403161
56,1,1991,22,56,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948,0.5973603310098948
57,1,1991,23,57,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886,0.538045243689886
58,1,1991,24,58,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612,0.5634659953984612
59,1,1991,25,59,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656,0.509344394986656
60,1,1991,26,60,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993,0.5312663765675993
64,1,1991,30,64,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976,0.5317583911167976
66,1,1991,32,66,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471,0.5241594997458471
68,1,1991,34,68,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666,0.5063923076914666
69,1,1991,35,69,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604,0.51995004193604
70,1,1991,36,70,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332,0.562317961450332
71,1,1991,37,71,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116,0.5587098547562116
72,1,1991,38,72,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807,0.5642313513638807
73,1,1991,39,73,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231,0.627427886794231
74,1,1991,40,74,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603,0.5853333086961603
75,1,1991,41,75,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135,0.5458628081938135
76,1,1991,42,76,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366,0.4591589109684366
77,1,1991,43,77,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478,0.6567300866131478
78,1,1991,44,78,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984,0.5469561738586984
79,1,1991,45,79,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542,0.5036588935292542
80,1,1991,46,80,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373,0.5484868857895373
81,1,1991,47,81,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356,0.45320006809481356
82,1,1991,48,82,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896,0.5402502014252896
83,1,1991,49,83,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286,0.531867727683286
84,1,1991,50,84,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867,0.41504160639032867
86,1,1991,52,86,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488,0.5792651292560488
88,1,1992,2,88,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567,0.5544274694565567
89,1,1992,3,89,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265,0.6873443252299265
90,1,1992,4,90,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603,0.5781535043845603
92,1,1992,6,92,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824,0.555265752911824
97,1,1992,11,97,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771,0.539138609354771
98,1,1992,12,98,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595,0.5021828498816595
100,1,1992,14,100,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639,0.5534616995647639
101,1,1992,15,101,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594,0.5577804939410594
102,1,1992,16,102,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617,0.526346231075617
103,1,1992,17,103,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055,0.5449881156619055
104,1,1992,18,104,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746,0.4578468721705746
105,1,1992,19,105,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515,0.5630833174157515
106,1,1992,20,106,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674,0.5555664284696674
107,1,1992,21,107,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732,0.556140445443732
109,1,1992,23,109,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674,0.5771877344927674
