1240,8
1241,5
1242,7
1243,6
1244,5
1245,3
1246,1
1247,0
1248,1
1249,2
1250,3
1251,2
1252,2
1253,2
1254,2
1255,2
1256,4
1257,0
1258,6
1259,3
1260,2
1261,6
1262,2
1263,7
1264,4
1265,6
1266,6
1267,2
1268,13
1269,10
1270,5
1271,2
1274,0
1275,14
1276,6
1277,10
1278,5
1279,12
1280,9
1281,5
1282,11
1283,2
1284,6
1285,7
1286,6
1287,5
1288,9
1289,5
1290,8
1291,3
1292,4
1293,11
1294,5
1295,8
1296,4
1297,3
1298,1
1299,2
1301,4
1302,1
1303,8
1304,5
1305,3
1306,2
1307,7
1308,1
1309,6
1310,7
1311,5
1312,2
1313,6
1314,11
1315,6
1316,3
1317,11
1318,11
1319,5
1320,4
1321,9
1322,23
1323,28
1324,26
1325,7
1327,58
1328,26
1330,35
1331,37
1332,20
1333,29
1334,25
1335,23
1336,9
1338,6
1339,6
1340,3
1341,1
1342,3
1343,1
1344,1
1345,0
1346,2
1347,1
1348,1
1355,1
1356,5
1357,2
1358,5
1359,5
1360,5
1361,9
1362,17
1363,19
1364,25
1366,34
1367,63
1368,44
1369,50
1370,35
1371,16
1372,16
1373,13
1374,9
1375,15
1376,4
1377,0
1379,10
1380,11
1381,29
1382,35
1383,30
1384,20
1385,21
1386,12
1387,9
1388,11
1389,9
1390,5
1391,11
1392,3
1393,5
1394,5
1395,4
1396,4
1397,1
1398,0
1399,2
1401,3
1402,5
1403,2
1404,1
1405,2
1406,0
1407,0
1408,3
1410,5
1411,7
1412,5
1413,2
1414,2
1415,2
1416,0
1417,2
1418,1
1419,1
1420,2
1421,2
1422,3
1423,9
1424,5
1425,5
1426,4
1427,4
1428,1
1429,0
1432,9
1433,17
1434,16
1435,11
1436,12
1437,19
1438,15
1439,12
1440,12
1441,16
1442,9
1443,4
1445,6
1446,8
1447,4
1448,2
1449,7
1450,6
1451,5
1452,8
1453,1
1454,1
1455,4
